district_name,year,csi_score,risk_tier
agarmalwa,2026,0.5,5
agarmalwa,2027,0.5,5
agarmalwa,2028,0.5,5
agarmalwa,2029,0.5016501650165016,5
agarmalwa,2030,0.5,5
agarmalwa,2031,0.5,5
agarmalwa,2032,0.5,5
agarmalwa,2033,0.5,5
agarmalwa,2034,0.5,5
agarmalwa,2035,0.5,5
agarmalwa,2036,0.5016501650165016,5
agarmalwa,2037,0.5,5
agarmalwa,2038,0.5,5
agarmalwa,2039,0.5,5
agarmalwa,2040,0.5,5
agarmalwa,2041,0.5,5
alirajpur,2026,0.5,5
alirajpur,2027,0.5,5
alirajpur,2028,0.5,5
alirajpur,2029,0.5,5
alirajpur,2030,0.5,5
alirajpur,2031,0.5016501650165016,5
alirajpur,2032,0.5016501650165016,5
alirajpur,2033,0.5,5
alirajpur,2034,0.5016501650165016,5
alirajpur,2035,0.5,5
alirajpur,2036,0.5016501650165016,5
alirajpur,2037,0.5016501650165016,5
alirajpur,2038,0.5,5
alirajpur,2039,0.5016501650165016,5
alirajpur,2040,0.5016501650165016,5
alirajpur,2041,0.5016501650165016,5
anuppur,2026,0.5,5
anuppur,2027,0.5016501650165016,5
anuppur,2028,0.504950495049505,5
anuppur,2029,0.504950495049505,5
anuppur,2030,0.5016501650165016,5
anuppur,2031,0.5033003300330033,5
anuppur,2032,0.5066006600660066,5
anuppur,2033,0.5033003300330033,5
anuppur,2034,0.5082508250825083,5
anuppur,2035,0.504950495049505,5
anuppur,2036,0.5066006600660066,5
anuppur,2037,0.5066006600660066,5
anuppur,2038,0.5099009900990099,5
anuppur,2039,0.5066006600660066,5
anuppur,2040,0.504950495049505,5
anuppur,2041,0.5082508250825083,5
ashoknagar,2026,0.5016501650165016,5
ashoknagar,2027,0.5033003300330033,5
ashoknagar,2028,0.5033003300330033,5
ashoknagar,2029,0.5016501650165016,5
ashoknagar,2030,0.5033003300330033,5
ashoknagar,2031,0.5016501650165016,5
ashoknagar,2032,0.5033003300330033,5
ashoknagar,2033,0.5016501650165016,5
ashoknagar,2034,0.504950495049505,5
ashoknagar,2035,0.504950495049505,5
ashoknagar,2036,0.504950495049505,5
ashoknagar,2037,0.504950495049505,5
ashoknagar,2038,0.504950495049505,5
